serial_number,name_of_facility,type_of_facility_select_one_of_phc_secondary_tertiary_pfp_fbo,presumptive_classification_presumptive_ds_tb,presumptive_classification_presumptive_dr_tb,presumptive_examined_for_diagnosis,presumptive_examinations_xpert,presumptive_examinations_afb,presumptive_examinations_tb_lamp_lf_lam_and_others,presumptive_examinations_screened_with_x_ray,presumptive_bacteriologically_positive_xpert_positive,presumptive_bacteriologically_positive_smear_positive,presumptive_bacteriologically_positive_tb_lamp_lf_lam_positive,presumptive_chest_x_ray_suggestive,presumptive_total_diagnosed,presumptive_rifampicin_resistant_cases,presumptive_previously_known_hiv_status_positive,presumptive_previously_known_hiv_status_negative,presumptive_hiv_status_positive,presumptive_hiv_status_negative,presumptive_hiv_status_unknown,presumptive_no_of_presumptive_that_are_hc_ws,presumptive_referred_from_the_community,presumptive_referred_from_ppm,confirmed_pulmonary_tb_cases_new,confirmed_pulmonary_tb_cases_relapse,confirmed_pulmonary_tb_cases_tx_history_unknown,confirmed_pulmonary_tb_cases_all_other_retreatment_tb_cases,confirmed_eptb_cases_new,confirmed_eptb_cases_relapse,confirmed_eptb_cases_tx_history_unknown,confirmed_eptb_cases_all_other_retreatment_tb_cases,total_tb_cases,previously_known_hiv_status_positive,previously_known_hiv_status_negative,previously_unknown_hiv_status_tested_for_hiv_positive,previously_unknown_hiv_status_tested_for_hiv_negative,previously_unknown_hiv_status_not_tested,bacteriologically_diagnosed_xpert_positive,bacteriologically_diagnosed_smear_positive,bacteriologically_diagnosed_tb_lamp_positive,bacteriologically_diagnosed_lf_lam_positive,clinically_diagnosed_x_ray_other_clinical_diagnosis,no_of_health_care_workers_diagnosed_with_tb,community_activity_referred_from_the_community,community_activity_managed_by_treatment_supporter,quarter,lga,year,presumptive_bacteriologically_positive_truenat_positive,presumptive_examinations_truenat,bacteriologically_diagnosed_truenat_positive,presumptive_no_of_presumptive_that_are_positive_for_covid_19,presumptive_no_of_presumptive_that_are_tested_for_covid_19,presumptive_other_clinical_diagnosis,no_of_tb_patients_with_covid_19_infection,facility,zones,states,lgas,lat,lon
12,KAURAN WALI,PFP,106,0,106,56,0,0,50,5,0,0,6,11,0,0,0,0,106,0,0,0,11,11,0,0,0,0,0,0,0,11,0,0,0,11,0,5,0,0,0,6,0,0,11,4,Zaria,2021,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
13,KAURAN WALI,PFP,96,0,96,80,0,0,16,6,0,0,3,9,0,0,96,0,0,0,0,0,96,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,6,1,Zaria,2022,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
14,KAURAN WALI,PFP,88,0,88,81,0,0,7,8,0,0,2,10,0,0,88,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,0,10,0,0,0,8,0,0,0,2,0,0,10,2,Zaria,2022,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
15,KAURAN WALI,PFP,98,0,98,90,0,0,8,7,0,0,5,12,0,0,98,0,0,0,0,76,12,12,0,0,0,0,0,0,0,12,0,12,0,0,0,7,0,0,0,5,0,0,12,3,Zaria,2022,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
16,KAURAN WALI,PFP,112,0,112,107,1,0,4,11,1,0,4,16,0,0,112,0,0,0,0,0,16,16,0,0,0,0,0,0,0,16,0,16,0,0,0,11,1,0,0,4,0,0,16,4,Zaria,2022,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
17,KAURAN WALI,PFP,140,0,140,130,0,0,0,14,0,0,0,14,0,0,0,0,140,0,0,140,14,14,0,0,0,0,0,0,0,14,0,0,0,14,0,14,0,0,0,0,0,0,14,1,Zaria,2023,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
18,KAURAN WALI,PFP,163,5,163,120,36,0,7,12,6,0,2,20,0,0,0,0,168,0,0,0,163,20,0,0,0,0,0,0,0,20,0,0,0,20,0,12,6,0,0,2,0,0,20,2,Zaria,2023,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
19,KUYAM BANA NUR.HOME &MAT,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2022,0,0,0,0,0,0,0,Kuyambananurhome&mat,,,,,
20,KUYAM BANA NUR.HOME &MAT,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2022,0,0,0,0,0,0,0,Kuyambananurhome&mat,,,,,
21,KUYAM BANA NUR.HOME &MAT,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2022,0,0,0,0,0,0,0,Kuyambananurhome&mat,,,,,
22,KUYAM BANA NUR.HOME &MAT,PHC,32,0,32,10,5,0,17,2,1,0,1,4,0,0,32,0,0,0,0,31,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,2,1,0,0,1,0,3,4,4,Zaria,2022,0,0,0,0,0,0,0,Kuyambananurhome&mat,,,,,
23,KUYAM BANA NUR.HOME &MAT,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2023,0,0,0,0,0,0,0,Kuyambananurhome&mat,,,,,
24,KUYAM BANA NUR.HOME &MAT,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2023,0,0,0,0,0,0,0,Kuyambananurhome&mat,,,,,
25,MADALLA,PFP,109,0,109,7,0,0,0,7,0,0,0,7,0,0,0,0,0,109,0,0,109,7,0,0,0,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0,0,0,7,1,Zaria,2021,0,0,0,0,0,0,0,Madalla,,,,,
26,MADALLA,PFP,65,0,65,65,0,0,0,4,0,0,0,4,0,0,0,0,65,0,0,0,42,4,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,2,Zaria,2021,0,0,0,0,0,0,0,Madalla,,,,,
27,MADALLA,PFP,89,0,89,89,0,0,0,8,0,0,0,8,0,0,0,0,89,0,0,0,8,8,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,0,8,3,Zaria,2021,0,0,0,0,0,0,0,Madalla,,,,,
28,MADALLA,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Zaria,2021,0,0,0,0,0,0,0,Madalla,,,,,
29,MADALLA,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2022,0,0,0,0,0,0,0,Madalla,,,,,
30,MADALLA,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2022,0,0,0,0,0,0,0,Madalla,,,,,
31,MADALLA,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2022,0,0,0,0,0,0,0,Madalla,,,,,
32,MADALLA,PFP,59,0,59,59,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Zaria,2022,0,0,0,0,0,0,0,Madalla,,,,,
33,MADALLA,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2023,0,0,0,0,0,0,0,Madalla,,,,,
34,MADALLA,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2023,0,0,0,0,0,0,0,Madalla,,,,,
35,MPHC ANGUWAN BISHAR,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2021,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
36,MPHC ANGUWAN BISHAR,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
37,MPHC ANGUWAN BISHAR,PHC,109,0,109,109,0,0,0,5,0,0,0,5,0,0,0,0,109,0,0,108,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,5,5,3,Zaria,2021,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
38,MPHC ANGUWAN BISHAR,PHC,122,0,122,122,0,0,0,15,0,0,0,15,0,0,0,0,122,0,0,122,0,15,0,0,0,0,0,0,0,15,0,0,0,15,0,15,0,0,0,0,0,15,15,4,Zaria,2021,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
39,MPHC ANGUWAN BISHAR,PHC,196,0,196,172,8,0,16,23,2,0,3,28,0,0,196,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2022,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
40,MPHC ANGUWAN BISHAR,PHC,94,0,94,94,0,0,0,10,0,0,0,10,0,0,94,0,0,0,0,58,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,10,10,2,Zaria,2022,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
41,MPHC ANGUWAN BISHAR,PHC,200,0,200,130,50,0,20,18,3,0,2,23,0,0,200,0,0,0,0,200,0,23,0,0,0,0,0,0,0,23,0,23,0,0,0,18,3,0,0,2,0,23,23,3,Zaria,2022,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
42,MPHC ANGUWAN BISHAR,PHC,113,0,113,93,15,0,5,18,6,0,5,29,0,0,113,0,0,0,0,113,0,29,0,0,0,0,0,0,0,29,0,29,0,0,0,18,6,0,0,5,0,29,29,4,Zaria,2022,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
43,MPHC ANGUWAN BISHAR,PHC,150,0,150,110,30,0,10,16,5,0,4,25,0,0,0,0,150,0,0,150,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,16,5,0,0,4,0,25,25,1,Zaria,2023,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
44,MPHC ANGUWAN BISHAR,PHC,270,0,270,162,75,0,73,12,7,0,8,27,0,0,0,0,270,0,0,260,0,27,0,0,0,0,0,0,0,27,0,0,0,27,0,12,7,0,0,8,0,27,27,2,Zaria,2023,0,0,0,0,0,0,0,Mphcanguwanbishar,,,,11.04199,7.71189
45,MSH,PFP,45,0,45,3,0,0,0,3,0,0,0,3,0,0,0,0,0,45,0,0,45,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,1,Zaria,2021,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
46,MSH,PFP,103,0,103,103,0,0,2,10,0,0,2,12,0,0,0,0,103,0,0,0,103,12,0,0,0,0,0,0,0,12,0,0,0,12,0,10,0,0,0,2,0,0,12,2,Zaria,2021,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
47,MSH,PFP,109,0,109,109,0,0,0,10,0,0,0,10,0,0,0,0,109,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,10,3,Zaria,2021,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
1,MSH,PFP,75,0,75,75,0,0,0,7,0,0,0,7,0,0,0,0,75,0,0,0,7,7,0,0,0,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0,0,0,7,4,Zaria,2021,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
2,MSH,PFP,93,0,93,93,0,0,0,10,0,0,0,10,0,0,93,0,0,0,0,0,93,10,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,10,1,Zaria,2022,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
3,MSH,PFP,107,0,107,101,0,0,6,13,0,0,1,14,0,0,107,0,0,0,0,0,107,14,0,0,0,0,0,0,0,14,0,14,0,0,0,13,0,0,0,1,0,0,14,2,Zaria,2022,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
4,MSH,PFP,95,0,95,95,0,0,0,13,0,0,0,13,0,0,95,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,0,13,0,0,0,13,0,0,0,0,0,0,13,3,Zaria,2022,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
5,MSH,PFP,166,0,166,113,32,0,22,16,0,0,0,16,0,0,166,0,0,0,0,0,16,16,0,0,0,0,0,0,0,16,0,16,0,0,0,16,0,0,0,0,0,0,16,4,Zaria,2022,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
6,MSH,PFP,80,0,80,80,0,0,0,10,0,0,0,10,0,0,0,0,80,0,0,80,10,10,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,10,1,Zaria,2023,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
7,MSH,PFP,163,0,163,133,30,0,0,15,1,0,0,16,0,0,0,0,163,0,0,0,163,16,0,0,0,0,0,0,0,16,0,0,0,16,0,15,1,0,0,0,0,0,16,2,Zaria,2023,0,0,0,0,0,0,0,Msh,NWZ,Kaduna,Chikun,11.0851339,7.727202
8,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2021,0,0,0,0,0,0,0,Nbpz,,,,,
9,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Nbpz,,,,,
10,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2021,0,0,0,0,0,0,0,Nbpz,,,,,
11,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Zaria,2021,0,0,0,0,0,0,0,Nbpz,,,,,
12,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2022,0,0,0,0,0,0,0,Nbpz,,,,,
13,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2022,0,0,0,0,0,0,0,Nbpz,,,,,
14,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2022,0,0,0,0,0,0,0,Nbpz,,,,,
15,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Zaria,2022,0,0,0,0,0,0,0,Nbpz,,,,,
16,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2023,0,0,0,0,0,0,0,Nbpz,,,,,
17,NBPZ,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2023,0,0,0,0,0,0,0,Nbpz,,,,,
18,NEW CITY,PFP,43,0,43,1,0,0,1,1,0,0,1,2,0,0,0,0,0,43,0,0,43,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,2,1,Zaria,2021,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
19,NEW CITY,PFP,24,0,24,24,0,0,1,0,0,0,1,1,0,0,0,0,24,0,0,0,24,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,Zaria,2021,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
20,NEW CITY,PFP,40,0,40,40,0,0,4,0,0,0,4,4,0,0,0,0,40,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,2,4,3,Zaria,2021,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
21,NEW CITY,PFP,56,0,56,56,25,0,11,2,2,0,3,7,0,0,0,0,56,0,0,0,7,7,0,0,0,0,0,0,0,7,0,0,0,7,0,2,2,0,0,3,0,0,7,4,Zaria,2021,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
22,NEW CITY,PFP,10,0,10,5,0,0,5,0,0,0,1,1,0,0,10,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Zaria,2022,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
23,NEW CITY,PFP,30,0,30,0,0,0,5,2,0,0,2,4,0,0,30,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,2,0,0,4,2,Zaria,2022,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
24,NEW CITY,PFP,60,0,60,20,18,0,12,2,4,0,2,8,0,0,60,0,0,0,0,40,8,8,0,0,0,0,0,0,0,8,0,8,0,0,0,2,4,0,0,2,0,0,8,3,Zaria,2022,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
25,NEW CITY,PFP,64,0,64,44,14,0,6,3,4,0,1,8,0,0,64,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,0,8,0,0,0,3,4,0,0,1,0,0,8,4,Zaria,2022,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
26,NEW CITY,PFP,70,0,70,35,10,0,25,4,1,0,4,9,0,0,0,0,70,0,0,70,9,9,0,0,0,0,0,0,0,9,0,0,0,9,0,4,1,0,0,4,0,0,9,1,Zaria,2023,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
27,NEW CITY,PFP,105,0,105,32,43,0,30,4,2,0,9,15,0,0,0,0,105,0,0,0,105,15,0,0,0,0,0,0,0,15,0,0,0,15,0,4,2,0,0,9,0,0,15,2,Zaria,2023,0,0,0,0,0,0,0,Newcity,NWZ,Kaduna,Makarfi,11.0614284,7.729845
28,NTBTLC,TERTIARY,228,0,228,30,0,0,5,30,0,0,5,35,2,0,0,0,0,228,0,0,0,32,2,0,0,1,0,0,0,35,0,0,11,24,0,30,0,0,0,5,0,0,35,1,Zaria,2021,0,0,0,0,0,0,0,Ntbtlc,,,,,
29,NTBTLC,TERTIARY,888,0,888,888,0,0,3,21,0,0,3,24,5,0,0,5,883,0,0,2,0,20,3,0,1,0,0,0,0,24,0,0,5,19,0,21,0,0,0,3,0,16,24,2,Zaria,2021,0,0,0,0,0,0,0,Ntbtlc,,,,,
30,NTBTLC,TERTIARY,979,8,987,987,0,0,2,22,0,0,2,24,3,0,0,9,978,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,9,15,0,22,0,0,0,2,0,0,24,3,Zaria,2021,0,0,0,0,0,0,0,Ntbtlc,,,,,
31,NTBTLC,TERTIARY,480,0,484,475,0,0,9,19,0,0,9,28,2,0,0,15,465,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,15,13,0,19,0,0,0,9,0,0,28,4,Zaria,2021,0,0,0,0,0,0,0,Ntbtlc,,,,,
32,NTBTLC,TERTIARY,230,0,230,190,0,0,40,29,0,0,13,42,1,18,212,0,0,0,0,0,0,42,0,0,0,0,0,0,0,42,18,24,0,0,0,29,0,0,0,13,0,0,42,1,Zaria,2022,0,0,0,0,0,0,0,Ntbtlc,,,,,
33,NTBTLC,TERTIARY,340,0,340,328,0,0,12,26,0,0,12,38,6,12,328,0,0,0,0,0,0,38,0,0,0,0,0,0,0,38,12,26,0,0,0,26,0,0,0,12,0,0,38,2,Zaria,2022,0,0,0,0,33,0,0,Ntbtlc,,,,,
34,NTBTLC,TERTIARY,202,0,202,180,0,0,12,20,0,0,4,24,3,9,193,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,9,15,0,0,0,20,0,0,0,4,0,0,24,3,Zaria,2022,0,0,0,0,0,0,0,Ntbtlc,,,,,
35,NTBTLC,TERTIARY,220,0,220,190,0,0,30,26,0,0,6,32,4,8,212,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,8,24,0,0,0,26,0,0,0,6,0,0,32,4,Zaria,2022,0,0,0,0,0,0,0,Ntbtlc,,,,,
36,NTBTLC,TERTIARY,312,0,312,267,0,0,45,20,0,0,4,24,0,0,0,9,303,0,0,290,0,24,0,0,0,0,0,0,0,24,0,0,9,15,0,20,0,0,0,4,0,0,24,1,Zaria,2023,0,0,0,0,0,0,0,Ntbtlc,,,,,
37,NTBTLC,TERTIARY,260,0,260,203,0,57,0,20,0,3,0,23,3,0,0,6,254,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,6,17,0,20,0,3,0,0,0,0,23,2,Zaria,2023,0,0,0,0,0,0,0,Ntbtlc,,,,,
38,PAMMADINA HC,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2022,0,0,0,0,0,0,0,Pammadinahc,,,,11.0178,7.6536
39,PAMMADINA HC,PHC,30,0,30,30,0,0,0,4,0,0,0,4,0,0,30,0,0,0,0,30,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,4,2,Zaria,2022,0,0,0,0,0,0,0,Pammadinahc,,,,11.0178,7.6536
40,PAMMADINA HC,PHC,53,0,53,53,0,0,0,5,0,0,0,5,0,0,53,0,0,0,0,53,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,5,5,3,Zaria,2022,0,0,0,0,0,0,0,Pammadinahc,,,,11.0178,7.6536
41,PAMMADINA HC,PHC,49,0,49,49,0,0,0,3,3,0,0,6,0,0,49,0,0,0,0,49,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,3,3,0,0,0,0,6,6,4,Zaria,2022,0,0,0,0,0,0,0,Pammadinahc,,,,11.0178,7.6536
42,PAMMADINA HC,PHC,50,0,50,30,10,0,10,2,1,0,1,4,0,0,0,0,50,0,0,50,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,2,1,0,0,1,0,4,4,1,Zaria,2023,0,0,0,0,0,0,0,Pammadinahc,,,,11.0178,7.6536
43,PAMMADINA HC,PHC,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2023,0,0,0,0,0,0,0,Pammadinahc,,,,11.0178,7.6536
44,PHC  IYAL,PHC,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2021,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
45,PHC  IYAL,PHC,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
46,PHC  IYAL,PHC,115,0,115,115,0,0,0,8,0,0,0,8,0,0,0,0,115,0,0,110,0,8,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,8,8,3,Zaria,2021,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
47,PHC  IYAL,PHC,106,0,106,63,10,0,33,2,0,0,8,10,0,0,0,0,106,0,0,101,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,2,0,0,0,8,0,10,10,4,Zaria,2021,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
1,PHC  IYAL,PHC,128,0,128,90,15,0,23,11,4,0,4,19,0,0,128,0,0,0,0,128,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,19,1,Zaria,2022,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
2,PHC  IYAL,PHC,94,0,94,80,10,0,4,6,2,0,2,10,0,0,94,0,0,0,0,80,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,6,2,0,0,2,0,10,10,2,Zaria,2022,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
3,PHC  IYAL,PHC,150,0,150,109,17,0,23,14,2,0,2,18,0,0,150,0,0,0,0,150,0,16,2,0,0,0,0,0,0,18,0,18,0,0,0,14,2,0,0,2,0,18,18,3,Zaria,2022,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
4,PHC  IYAL,PHC,93,0,93,64,20,0,9,10,4,0,5,19,0,0,93,0,0,0,0,93,0,19,0,0,0,0,0,0,0,19,0,19,0,0,0,10,4,0,0,5,0,19,19,4,Zaria,2022,0,0,0,0,0,0,0,Phciyal,NWZ,Kaduna,Lere,11.0588695,7.7013047
